epoch,train_loss,train_acc,val_loss,val_acc
1,0.7814268323898922,81.32630654369785,0.08649210768053309,97.92332268370608
2,0.03734610546471844,99.07773386034256,0.11313411482260563,97.76357827476038
3,0.02122588151002439,99.40272288098375,0.12376278711599298,96.96485623003196
4,0.013631907516692797,99.69257795344753,0.1237259441491915,97.28434504792332
5,0.003656973447750409,99.91216512955643,0.1276919299714791,97.60383386581469
6,0.00970368503946569,99.78919631093544,0.1719664886190003,97.76357827476038
7,0.02189746888292616,99.43785682916118,0.15107016585898236,96.80511182108626
8,0.017268040510990953,99.50812472551603,0.12140256038110238,96.96485623003196
9,0.0111043618719654,99.68379446640316,0.11631065827386919,97.44408945686901
10,0.007775230031931254,99.78041282389108,0.11905693011940457,97.76357827476038
11,0.004061648423221107,99.91216512955643,0.10871631641894056,97.60383386581469
12,0.0008276605889211956,99.97364953886694,0.11196531607638463,98.40255591054313
13,0.0063366155210245415,99.84189723320158,0.12663762704469264,96.64536741214057
14,0.021371282274997336,99.46420729029424,0.13616560943773948,96.96485623003196
15,0.008052410899100334,99.81554677206852,0.11792349749239292,97.12460063897764
