epoch,train_loss,train_acc,val_loss,val_acc
1,4.010364737551091,8.87471768300784,6.949886176897132,0.0
2,3.8940654275781017,9.884416102032683,6.738476110541302,0.1394700139470014
3,3.873392645585335,10.336123289491166,6.9148265797158945,0.1394700139470014
4,3.8617849067106085,11.093397103759798,6.762078119360882,0.1394700139470014
5,3.8589046001434326,10.854258004517073,6.675918164460556,0.1394700139470014
6,3.8476702126406006,10.694831938355254,6.808823855026908,0.1394700139470014
7,3.8442602723331776,10.854258004517073,6.781874138375987,0.1394700139470014
8,3.8426614434032116,10.947256543111465,6.812040411907693,0.1394700139470014
9,3.841576827784716,11.053540587219343,6.875134779059368,0.1394700139470014
10,3.839971079664715,11.080111598246313,6.756227057913075,0.1394700139470014
