epoch,train_loss,train_acc,val_loss,val_acc
1,0.42661051610623724,88.92009987515605,0.27729426147416236,91.53354632587859
2,0.06471303423672024,98.1585518102372,0.33521373028925155,92.49201277955271
3,0.05108413170439316,98.48626716604245,0.18096411099177204,95.52715654952077
4,0.05993357265254585,98.42384519350811,0.1355845864285584,96.48562300319489
5,0.017222217244613886,99.5474406991261,0.5685262700455496,88.65814696485623
6,0.035685064158152174,98.92322097378278,0.30900124498584775,93.13099041533546
7,0.04127765769229864,98.82958801498127,0.14006728032066035,97.12460063897764
8,0.02840346586521291,99.26654182272159,0.1348831507376417,97.44408945686901
9,0.008000944596962871,99.812734082397,0.12620314510630806,97.28434504792332
10,0.017856032265255672,99.50062421972534,0.13262427207864674,96.16613418530352
