epoch,train_loss,train_acc,val_loss,val_acc
1,0.36289442464280247,89.56521739130434,0.18189220661733999,95.0479233226837
2,0.07965493024937714,97.86561264822134,0.17068706645295606,95.84664536741214
3,0.061061062720889396,98.20816864295125,0.22592275783572405,95.2076677316294
4,0.04101294048393428,98.81422924901186,0.25345497417729346,92.65175718849841
5,0.04762620679227102,98.63855950812473,0.1054709418465336,97.12460063897764
6,0.029073270064421532,99.30610452349583,0.22598871522350236,95.2076677316294
7,0.030224087259606614,99.11286780851998,0.4031631848672985,90.89456869009585
8,0.042113330506785375,98.81422924901186,0.15340565220867575,96.80511182108626
9,0.003501722866776311,99.9209486166008,0.1639184286767886,97.28434504792332
10,0.04280107381240096,98.65612648221344,0.5783395171336452,90.73482428115015
11,0.034508983888821954,99.08651734738692,0.2821858364841027,95.0479233226837
12,0.02463629431804293,99.25340360122969,0.14877431204513414,97.44408945686901
13,0.006809446717692241,99.81554677206852,0.10919575201623957,98.24281150159744
14,0.00024420152015133345,100.0,0.11526296602304456,98.24281150159744
15,0.00021842049408995877,100.0,0.12604056145200956,98.24281150159744
16,0.000138329636618774,100.0,0.12475424932803776,98.40255591054313
17,0.09798035119428944,97.35617039964866,0.1510482471760497,96.64536741214057
18,0.012617853111629464,99.52569169960475,0.19098324924125337,97.28434504792332
19,0.0007951316774817437,99.97364953886694,0.16520550607382206,97.44408945686901
20,0.0002669412942694134,100.0,0.17223671725713813,97.44408945686901
