epoch,train_loss,train_acc,val_loss,val_acc
1,0.3331093332217483,91.86649099692578,0.1381462791468948,96.64536741214057
2,0.07160472024488525,97.92709705753184,0.1363097728579305,96.80511182108626
3,0.03335666455939318,99.06016688625384,0.13492960345756727,96.64536741214057
4,0.03782313771309132,98.88449714536671,0.15701777557842433,95.68690095846645
5,0.048405654361344655,98.65612648221344,0.14434892219869652,96.96485623003196
6,0.0430805104103834,98.8054457619675,0.13200019006471847,97.44408945686901
7,0.02175737278103656,99.32367149758454,0.17806019771305728,96.64536741214057
8,0.013131828216398972,99.69257795344753,0.16569479493773542,96.00638977635782
9,0.040854008911501906,98.64734299516908,0.1472184189755353,96.48562300319489
10,0.034870290992963994,98.9284145805885,0.1640129548664845,96.00638977635782
11,0.02236859112076417,99.37637241985068,0.10947765573873766,97.92332268370608
12,0.000825709332479818,99.99121651295565,0.11420083347184118,97.60383386581469
13,0.0003281879601192404,100.0,0.12390740158771223,97.76357827476038
14,0.00022086992465303635,100.0,0.12639811282533628,97.76357827476038
15,0.0001777218834974795,100.0,0.12914011966822728,97.76357827476038
