epoch,train_loss,train_acc,val_loss,val_acc
1,3.4341264367103577,10.85638998682477,3.039257490634918,24.76038338658147
2,2.85296567035525,18.98989898989899,2.4101542353630068,35.14376996805112
3,2.4420461510674336,27.632850241545892,2.114163264632225,38.33865814696485
4,2.20043864511372,32.015810276679844,1.6723101347684861,51.91693290734824
5,2.0257259282503237,36.205533596837945,1.4248672261834145,53.51437699680511
6,1.9127810530448228,39.36758893280632,1.5364429477602244,51.757188498402556
7,1.8231025636196136,41.06280193236715,1.3742056347429752,57.3482428115016
8,1.74808263577772,43.32894158981116,1.2189389027655124,63.57827476038339
9,1.6787994209300265,45.13833992094862,1.3391770511865615,57.3482428115016
10,1.637397522671839,46.15722441809398,1.1365723703056574,62.460063897763575
