epoch,train_loss,train_acc,val_loss,val_acc
1,2.398620011766305,49.776021080368906,1.5131733804941176,78.75399361022365
2,1.1257256892290008,84.67281510759771,0.9519450247287751,84.82428115015975
3,0.7145713303196296,89.67061923583663,0.7276683174073696,87.06070287539936
4,0.5302763278229853,91.72595520421608,0.6020363293588161,87.69968051118211
5,0.4239935042817941,92.90294246815986,0.5318348318338394,88.01916932907348
6,0.3546136746580681,93.79885814668424,0.47198982536792755,88.65814696485623
7,0.3045611558168122,94.68599033816425,0.43829791229218246,89.29712460063898
8,0.2667339067654998,95.16908212560386,0.4106159772723913,89.61661341853035
9,0.23632857917148745,95.82784365393061,0.3894282774999738,89.61661341853035
10,0.21168849248899502,96.3372859025033,0.37106642974540593,89.45686900958466
11,0.1912660953180676,96.83794466403162,0.35307637890800836,89.93610223642173
12,0.1741856662661172,96.99604743083005,0.3414576083421707,90.09584664536742
13,0.15943165819338534,97.4088713219148,0.335718622431159,89.93610223642173
14,0.14684055577126448,97.63724198506807,0.3227196203544736,90.09584664536742
15,0.13512398669851966,97.9358805445762,0.3135957553051412,90.57507987220447
