epoch,train_loss,train_acc,val_loss,val_acc
1,0.9334994892464177,85.31400966183575,0.10834777564741671,97.12460063897764
2,0.03838599378536089,99.41150636802811,0.16549498499953189,96.96485623003196
3,0.028728591875968438,99.50812472551603,0.1810321356228087,94.56869009584665
4,0.03366841891194495,99.41150636802811,0.15739925843663513,96.96485623003196
5,0.022913188318750728,99.57839262187088,0.1437784216264845,96.96485623003196
6,0.009265832007003247,99.84189723320158,0.12532838357510628,97.44408945686901
7,0.024067907412981177,99.49055775142732,0.10227281374463928,97.28434504792332
8,0.020193530838338795,99.64866051822574,0.11235652601135371,98.08306709265176
9,0.01641054091215777,99.71014492753623,0.15032817747760419,97.44408945686901
10,0.0028395537718485654,99.97364953886694,0.13408897900189914,98.08306709265176
11,0.001110601214462436,99.98243302591129,0.1343985935011915,98.08306709265176
12,0.026981901674445724,99.56082564778217,0.18844956774519234,96.48562300319489
13,0.015495761652734441,99.71892841458059,0.21142668649645202,96.48562300319489
14,0.022194373877957762,99.63109354413702,0.1484718313713529,97.60383386581469
15,0.0037537096434104742,99.95608256477821,0.14079346977978274,97.44408945686901
